code;family_variant;parent;categories;climate;description;price;name;url_key;pattern;style_bottom;style_general;image;small_image;thumbnail
WH06;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts;climate_all_weather,climate_cold,climate_cool,climate_spring,climate_windy,climate_wintry;"<p>The Daphne Hoodie is an attractive yet rugged layering or outer piece, especially for chilly days en route the studio, doing yardwork or enjoying outdoor recreation.</p>
<p>&bull; Purple full zip hoodie with pink accents. <br />&bull; Heather texture.<br />&bull; 4-way stretch.<br />&bull; Pre-shrunk.<br />&bull; Hood lined in vegan Sherpa for added warmth.<br />&bull; Ribbed hem on hood and front pouch pocket.<br />&bull; 60% Cotton / 40% Polyester.</p>";59;Daphne Full-Zip Hoodie;daphne-full-zip-hoodie;pattern_solid;;style_general_hoodie,style_general_full_zip;w/h/wh06-purple_main.jpg;w/h/wh06-purple_main.jpg;w/h/wh06-purple_main.jpg
WH07;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_new_luma_yoga_collection,default_category_collections_erin_recommends,default_category;climate_cool,climate_indoor,climate_mild;"<p>A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.</p>
<p>&bull; Gray full zip hoodie with yellow detail.<br />&bull; Hand-warmer pockets. <br />&bull; Zip MP3 pocket with outlet for earphones wire. <br />&bull; Polyester/cotton. <br />&bull; Washable.</p>";59;Phoebe Zipper Sweatshirt;phoebe-zipper-sweatshirt;pattern_solid;;style_general_hoodie,style_general_sweatshirt,style_general_full_zip;w/h/wh07-gray_main.jpg;w/h/wh07-gray_main.jpg;w/h/wh07-gray_main.jpg
WH08;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_promotions_women_sale,default_category_collections_performance_fabrics,default_category;climate_all_weather,climate_cool,climate_indoor,climate_mild,climate_spring;"<p>The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.</p>
<p>&bull; White full zip hoodie with gray detail.<br />&bull; 65% Cotton/28% Nylon/7% Spandex.<br />&bull; Front slash pockets.<br />&bull; Tagless label at back neck.</p>";48;Cassia Funnel Sweatshirt;cassia-funnel-sweatshirt;pattern_solid;;style_general_hoodie,style_general_full_zip;w/h/wh08-white_main.jpg;w/h/wh08-white_main.jpg;w/h/wh08-white_main.jpg
WH09;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_eco_friendly,default_category;climate_indoor,climate_mild,climate_spring,climate_warm;"<p>Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.</p>
<p>&bull; Purple two-tone lightweight hoodie. <br />&bull; 100% cotton.<br />&bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.<br />&bull; Casual, comfy piece for running errands or weekend activities.</p>";39;Ariel Roll Sleeve Sweatshirt;ariel-roll-sleeve-sweatshirt;pattern_color_blocked;;style_general_hoodie,style_general_pullover;w/h/wh09-purple_main.jpg;w/h/wh09-purple_main.jpg;w/h/wh09-purple_main.jpg
WH10;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_new_luma_yoga_collection,default_category;climate_cool,climate_spring;"<p>Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.</p>
<p>Full zip. <br />Banded cuffs and waist. <br />Front pockets. <br />Machine wash/dry.</p>";55;Helena Hooded Fleece;helena-hooded-fleece;pattern_solid;;style_general_hoodie,style_general_full_zip;w/h/wh10-gray_main.jpg;w/h/wh10-gray_main.jpg;w/h/wh10-gray_main.jpg
WH11;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_erin_recommends,default_category;climate_cool,climate_indoor,climate_mild;"<p>Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.</p>
<p>Semi-fitted. <br />Long-Sleeve. <br />Machine wash/line dry.</p>";54;Eos V-Neck Hoodie;eos-v-neck-hoodie;pattern_solid;;style_general_pullover,style_general_sweatshirt;w/h/wh11-blue_main.jpg;w/h/wh11-blue_main.jpg;w/h/wh11-blue_main.jpg
WH12;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_performance_fabrics,default_category;climate_cold,climate_cool,climate_wintry;"<p>Keep shivers at bay with the Circe Hooded Ice Fleece. Ultra-thick, high-pile fleece traps your body heat and keeps cold outside. The drawstring hood and ribbed details add extra coziness and touches of classic style. Its relaxed fit is loose enough to layer comfortably over your shirt.</p>
<p>Full-zip front. <br />Three-panel hood. <br />Flatlock seams throughout. <br />Welt hand pockets. <br />Machine wash/dry.</p>";68;Circe Hooded Ice Fleece;circe-hooded-ice-fleece;pattern_solid;;style_general_hoodie,style_general_sweatshirt,style_general_full_zip;w/h/wh12-gray_main.jpg;w/h/wh12-gray_main.jpg;w/h/wh12-gray_main.jpg
WJ01;top_color_size;;default_category_women_tops_jackets,default_category_collections_new_luma_yoga_collection,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_mild,climate_spring,climate_windy;"<p>Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It's loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.</p>
<p>&bull; Loose fit. <br />&bull; Reflectivity. <br />&bull; Flat seams. <br />&bull; Machine wash/dry.<br />&bull; Deep pink jacket with front panel rouching</p>";75;Stellar Solar Jacket;stellar-solar-jacket;pattern_solid;;style_general_jacket,style_general_hooded,style_general_soft_shell,style_general_full_zip;w/j/wj01-red_main.jpg;w/j/wj01-red_main.jpg;w/j/wj01-red_main.jpg
WJ02;top_color_size;;default_category_women_tops_jackets,default_category_promotions_women_sale,default_category;climate_indoor,climate_mild,climate_spring;"<p>When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech&trade; fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.</p>
<p>&bull; Slate rouched neck pullover.<br />&bull; Moisture-wicking fabric.<br />&bull; Hidden zipper.<br />&bull; Mesh armpit venting.<br />&bull; Dropped rear hem.</p>";56.25;Josie Yoga Jacket;josie-yoga-jacket;pattern_solid;;style_general_jacket,style_general_pullover,style_general_lightweight,style_general_soft_shell;w/j/wj02-gray_main.jpg;w/j/wj02-gray_main.jpg;w/j/wj02-gray_main.jpg
WJ03;top_color_size;;default_category_women_tops_jackets;climate_all_weather,climate_cool,climate_indoor,climate_mild,climate_spring;"<p>It's hard to be uncomfortable in the Augusta Pullover Jacket with &frac14; zip. With an incredibly soft fleece lining and textured outer fabric, it offers reliable protection from the elements and a cozy fit as well.</p>
<p>&bull; Pink half-zip pullover. <br />&bull; Front pouch pockets. <br />&bull; Fold-down collar.</p>";57;Augusta Pullover Jacket;augusta-pullover-jacket;pattern_solid;;style_general_jacket,style_general_pullover,style_general_soft_shell,style_general_windbreaker,style_general__frac14__zip;w/j/wj03-red_main.jpg;w/j/wj03-red_main.jpg;w/j/wj03-red_main.jpg
WJ04;top_color_size;;default_category_women_tops_jackets,default_category_collections_new_luma_yoga_collection,default_category_collections_performance_fabrics,default_category;climate_cool,climate_spring,climate_windy,climate_wintry;"<p>The Ingrid Running Jacket combines sleek design and high performance with slim, contoured fit and moisture-wicking fabric. It features a full-zip construction and a collared neck to keep the elements out and body heat in. <br />&bull; Slim fit. <br />&bull; Moisture-wicking fabric. <br />&bull; Two side pockets. <br />&bull; Zippered pocket at back waist. <br />&bull; Machine wash/dry.<br />&bull; Ivory specked full zip</p>";84;Ingrid Running Jacket;ingrid-running-jacket;pattern_solid;;style_general_jacket,style_general_lightweight,style_general_full_zip;w/j/wj04-white_main.jpg;w/j/wj04-white_main.jpg;w/j/wj04-white_main.jpg
WJ05;top_color_size;;default_category_women_tops_jackets;climate_cold,climate_cool,climate_spring,climate_wintry;"<p>The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.</p>
<p>&bull; Brown heather full zip rouched jacket.<br />&bull; Side hand pockets for extra storage.<br />&bull; High collar.<br />&bull; Thick cuffs for extra coverage.<br />&bull; Durable, shape retention material to longer wear.</p>";60;Riona Full Zip Jacket;riona-full-zip-jacket;pattern_solid;;style_general_insulated,style_general_jacket,style_general_hooded,style_general_soft_shell,style_general_windbreaker,style_general_full_zip;w/j/wj05-brown_main.jpg;w/j/wj05-brown_main.jpg;w/j/wj05-brown_main.jpg
WJ06;top_color_size;;default_category_women_tops_jackets,default_category_promotions_women_sale,default_category_collections_performance_fabrics,default_category;climate_cold,climate_cool,climate_spring,climate_windy,climate_wintry;"<p>On colder-than-comfortable mornings, you'll love warming up in the Juno All-Ways Performanc Jacket, designed to compete with wind and chill. Built-in Cocona&reg; technology aids evaporation, while a special zip placket and stand-up collar keep your neck protected.</p>
<p>&bull; Adjustable hood.</br>&bull; Fleece-lined, zippered hand pockets.</br>&bull; Thumbhole cuffs.</br>&bull; Full zip.</br>&bull; Mock-neck collar.</br>&bull; Machine wash/dry.</p>";77;Juno Jacket;juno-jacket;pattern_solid;;style_general_insulated,style_general_jacket,style_general_heavy_duty,style_general_hard_shell,style_general_full_zip,style_general_reversible;w/j/wj06-purple_main.jpg;w/j/wj06-purple_main.jpg;w/j/wj06-purple_main.jpg
WJ07;top_color_size;;default_category_women_tops_jackets;climate_cool,climate_mild,climate_rainy,climate_spring,climate_windy;"<p>The Inez Full Zip jacket is more than a cute layer. It's a full-on tech wonder you'll use for outdoor, pre and post workout. You'll love how the highlighted zipper and sleeve safety trim protect and catch looks.</p>
<p>&bull; Purple heather inset full zip jacket.<br />&bull; Full zip hoodie.<br />&bull; Contrast binding along the zipper, hood and sleeves.<br />&bull; Inseam pockets for storage.<br />&bull; Thumbholes for comfortable fit.</p>";59;Inez Full Zip Jacket;inez-full-zip-jacket;pattern_color_blocked;;style_general_insulated,style_general_jacket,style_general_hooded,style_general_soft_shell,style_general_full_zip;w/j/wj07-purple_main.jpg;w/j/wj07-purple_main.jpg;w/j/wj07-purple_main.jpg
WJ08;top_color_size;;default_category_women_tops_jackets,default_category_promotions_women_sale,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_cool,climate_mild,climate_spring,climate_wintry;"<p>You're ready for a cross-country jog or a coffee on the patio in the Adrienne Trek Jacket. Its style is unique with stand collar and drawstrings, and it fits like a jacket should.</p>
<p>&bull; gray 1/4 zip pullover.<br />&bull; Comfortable, relaxed fit.<br />&bull; Front zip for venting.<br />&bull; Spacious, kangaroo pockets.<br />&bull; 27"" body length.<br />&bull; 95% Organic Cotton / 5% Spandex.</p>";57;Adrienne Trek Jacket;adrienne-trek-jacket;pattern_solid;;style_general_jacket,style_general_lightweight,style_general_rain_coat,style_general_hard_shell,style_general_windbreaker,style_general__frac14__zip;w/j/wj08-gray_main.jpg;w/j/wj08-gray_main.jpg;w/j/wj08-gray_main.jpg
WJ09;top_color_size;;default_category_women_tops_jackets,default_category_collections_erin_recommends,default_category;climate_cool,climate_mild,climate_spring,climate_windy;"<p><br />If only all your other jackets were as comfortable as the relaxed-fit Jade Yoga Jacket, perfect for use during stretching, biking to and from studio or strolling on breezy fall days.</p>
<p>&bull; Seafoam 1/4 zip pullover with purple stitching.<br />&bull; Lightweight, quick-drying, water-resistant construction.<br />&bull; Shirred details at front and back for a feminine look.<br />&bull; Hood collapses into collar.<br />&bull; Mesh liner for breathability.<br />&bull; Front zip pockets.<br />&bull; Hem cinches at sideseam.<br />&bull; 100% Polyester.</p>";32;Jade Yoga Jacket;jade-yoga-jacket;pattern_solid;;style_general_jacket,style_general_lightweight,style_general_hooded,style_general_soft_shell,style_general__frac14__zip;w/j/wj09-green_main.jpg;w/j/wj09-green_main.jpg;w/j/wj09-green_main.jpg
WJ10;top_color_size;;default_category_women_tops_jackets,default_category_collections_new_luma_yoga_collection,default_category_collections_performance_fabrics,default_category;climate_cool,climate_mild,climate_rainy,climate_spring,climate_windy;"<p>Protect yourself from wind and rain in the stylish Nadia Elements Shell. It repels water using hydro-resistant fabric, with fleece lining that adds a touch of warmth. It's finished with bold contrast zippers, adjustable cuffs and a hood.</p>
<p>&bull; Zippered front. <br />&bull; Zippered side pockets. <br />&bull; Drawstring-adjustable waist and hood. <br />&bull; Machine wash/line dry.<br />&bull; Light blue 1/4 zip pullover.</p>";69;Nadia Elements Shell;nadia-elements-shell;pattern_solid;;style_general_insulated,style_general_jacket,style_general_rain_coat,style_general_hard_shell,style_general_windbreaker,style_general_full_zip;w/j/wj10-yellow_main.jpg;w/j/wj10-yellow_main.jpg;w/j/wj10-yellow_main.jpg
WJ11;top_color_size;;default_category_women_tops_jackets,default_category_collections_new_luma_yoga_collection,default_category;climate_indoor,climate_mild,climate_spring;"<p>If you're constantly on the move, the Neve Studio Dance Jacket is for you. It's not just for dance, either, with a tight fit that works as a mid-layer. The reversible design makes it even more versatile.</p>
<p>&bull; Bright blue 1/4 zip pullover.<br />&bull; CoolTech&trade; liner is sweat-wicking.<br />&bull; Sleeve thumbholes.<br />&bull; Zipper garage to protect your chin.<br />&bull; Stretchy collar drawcords.</p>";69;Neve Studio Dance Jacket;neve-studio-dance-jacket;pattern_solid;;style_general_jacket,style_general_pullover,style_general_hooded,style_general_lightweight,style_general_soft_shell,style_general__frac14__zip,style_general_reversible;w/j/wj11-blue_main.jpg;w/j/wj11-blue_main.jpg;w/j/wj11-blue_main.jpg
WJ12;top_color_size;;default_category_women_tops_jackets,default_category_promotions_women_sale,default_category_collections_performance_fabrics,default_category;climate_spring,climate_warm,climate_windy;"<p>Running errands or headed to the gym, you just want to be comfortable. The Olivia Light Jacket promises that, plus a laid-back look. This zip-up is designed with shoulder stripes for an athletic touch, and banded waist and contoured seams for a flattering silhouette.</p>
<p>&bull; Loose fit.</br>&bull; Reflectivity.</br>&bull; Flat seams.</br>&bull; Machine wash/dry.</p>";77;Olivia 1/4 Zip Light Jacket;olivia-1-4-zip-light-jacket;pattern_solid;;style_general_jacket,style_general_pullover,style_general_lightweight,style_general_soft_shell,style_general__frac14__zip;w/j/wj12-blue_main.jpg;w/j/wj12-blue_main.jpg;w/j/wj12-blue_main.jpg
WP01;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_mild;"<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p>
<p>&bull; Light blue parachute pants.<br />&bull; Power mesh internal waistband for support.<br />&bull; Internal waistband pocket.<br />&bull; Antimicrobial finish.</p>";39;Karmen Yoga Pant;karmen-yoga-pant;pattern_solid;style_bottom_sweatpants;;w/p/wp01-gray_main.jpg;w/p/wp01-gray_main.jpg;w/p/wp01-gray_main.jpg
WP02;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_performance_fabrics,default_category;climate_cool,climate_indoor,climate_mild,climate_spring;"<p>These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.</p>
<p>&bull; Light blue heather yoga pants. <br />&bull; Body hugging fit.<br />&bull; Low rise fit.</p>";42;Emma Leggings;emma-leggings;pattern_solid;style_bottom_sweatpants;;w/p/wp02-blue_main.jpg;w/p/wp02-blue_main.jpg;w/p/wp02-blue_main.jpg
WP03;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_new_luma_yoga_collection,default_category;climate_indoor,climate_hot,climate_mild,climate_spring,climate_warm;"<p>The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.</p>
<p>&bull; Royal blue parachute pants.<br />&bull; Contrast stripe.<br />&bull; Relaxed fit. <br />&bull; Drawstring closure.<br />&bull; Machine wash/dry.</p>";48;Ida Workout Parachute Pant;ida-workout-parachute-pant;pattern_color_blocked;style_bottom_parachute,style_bottom_track_pants;;w/p/wp03-blue_main.jpg;w/p/wp03-blue_main.jpg;w/p/wp03-blue_main.jpg
WP04;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category;climate_indoor,climate_hot,climate_mild,climate_spring,climate_warm;"<p>Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.</p>
<p>&bull; Light blue parachute pants.<br />&bull; Power mesh internal waistband for support.<br />&bull; Internal waistband pocket.<br />&bull; Antimicrobial finish.</p>";75;Cora Parachute Pant;cora-parachute-pant;pattern_solid;style_bottom_parachute,style_bottom_track_pants;;w/p/wp04-blue_main.jpg;w/p/wp04-blue_main.jpg;w/p/wp04-blue_main.jpg
WP05;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_erin_recommends,default_category;climate_cool,climate_indoor,climate_spring;"<p>Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.</p>
<p>&bull; Pinstripe legging with rouched ankles.<br />&bull; Secret pocket at waistband.<br />&bull; Flat seams for comfort.<br />&bull; Shaped fit with low rise.<br />&bull; 4-way stretch, moisture-wicking material.</p>";75;Sahara Leggings;sahara-leggings;pattern_solid;style_bottom_leggings,style_bottom_sweatpants,style_bottom_track_pants;;w/p/wp05-gray_main.jpg;w/p/wp05-gray_main.jpg;w/p/wp05-gray_main.jpg
WP06;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_cool,climate_indoor,climate_mild,climate_spring,climate_warm;"<p>Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.</p>
<p>&bull; Black legging with slate details.<br />&bull; Flat-lock, chafe-free side seams.<br />&bull; Vented gusset.<br />&bull; Secret interior pocket.<br />&bull; Sustainable and recycled fabric.</p>";59;Diana Tights;diana-tights;pattern_solid;style_bottom_capri,style_bottom_leggings;;w/p/wp06-black_main.jpg;w/p/wp06-black_main.jpg;w/p/wp06-black_main.jpg
WP07;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_hot,climate_mild;"<p>Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.</p>
<p>&bull; Black capris with teal accents.<br />&bull; Thick, 3"" flattering waistband.<br />&bull; Media pocket on inner waistband.<br />&bull; Dry wick finish for ultimate comfort and dryness.</p>";48;Aeon Capri;aeon-capri;pattern_color_blocked;style_bottom_capri;;w/p/wp07-black_main.jpg;w/p/wp07-black_main.jpg;w/p/wp07-black_main.jpg
WP08;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category;climate_indoor,climate_hot,climate_mild,climate_warm;"<p>Black is back &mdash; was it ever gone? &mdash; which means all your favorite tops will get along with the comfortable and versatile Bardot Capri.</p>
<p>&bull; Black capris with pink waistband.<br />&bull; Cropped leggings.<br />&bull; Waistband drawcord. <br />&bull; Flat, thin and flattering.<br />&bull; Made with organic fabric.</p>";48;Bardot Capri;bardot-capri;pattern_color_blocked;style_bottom_capri,style_bottom_leggings;;w/p/wp08-black_main.jpg;w/p/wp08-black_main.jpg;w/p/wp08-black_main.jpg
WP09;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category;climate_all_weather,climate_indoor,climate_mild,climate_spring,climate_warm;"<p>Perfect as workout pants or ""accessory,"" the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.</p>
<p>&bull; Black capris with rouching detail.<br />&bull; 93% cotton, 7% spandex.<br />&bull; Elasticized waistband.<br />&bull; Reinforced seams with exposed topstitching.<br />&bull; Soft, medium-weight jersey with added stretch.</p>";51;Carina Basic Capri;carina-basic-capri;pattern_solid;style_bottom_capri,style_bottom_compression,style_bottom_leggings;;w/p/wp09-black_main.jpg;w/p/wp09-black_main.jpg;w/p/wp09-black_main.jpg
WP10;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_eco_friendly,default_category;climate_all_weather,climate_indoor,climate_mild,climate_spring,climate_warm;"<p>The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.</p>
<p>&bull; Heather gray capris with pink striped waist.<br />&bull; Flatlock seams.<br />&bull; Interior pocket.</p>";51;Daria Bikram Pant;daria-bikram-pant;pattern_color_blocked;style_bottom_capri;;w/p/wp10-gray_main.jpg;w/p/wp10-gray_main.jpg;w/p/wp10-gray_main.jpg
WP11;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category;climate_indoor;"<p>Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.</p>
<p>&bull; Green striped capri.<br />&bull; Strategic side seam<br />&bull; Comfort gusset with lining.<br />&bull; Flat seaming.<br />&bull; Wide waistband.<br />&bull; Moisture wicking.</p>";42;Sylvia Capri;sylvia-capri;pattern_striped;style_bottom_capri;;w/p/wp11-green_main.jpg;w/p/wp11-green_main.jpg;w/p/wp11-green_main.jpg
WP12;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_hot,climate_mild;"<p>Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.</p>
<p>&bull; Heather gray capris with mint green waist &amp; accents.<br />&bull; Comfortable, relaxed fit with high rise.<br />&bull; Moisture-wicking, 4-way stretch construction.<br />&bull; Lined with mesh for better support.<br />&bull; Hidden pocket at waistband.<br />&bull; Flatlock seams and lined gusset for comfort.</p>";63;Deirdre Relaxed-Fit Capri;deirdre-relaxed-fit-capri;pattern_color_blocked;style_bottom_capri;;w/p/wp12-gray_main.jpg;w/p/wp12-gray_main.jpg;w/p/wp12-gray_main.jpg
WP13;bottom_color_size;;default_category_women_bottoms_pants,default_category_promotions_pants,default_category_collections_erin_recommends,default_category;climate_indoor,climate_hot,climate_mild;"<p>From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.</p>
<p>&bull; Salmon heather capri sweats.<br />&bull; Relaxed fit, high waist. <br />&bull; Inseam: 21"". <br />&bull; Wide elastic waistband. <br />&bull; Machine wash/dry.</p>";49;Portia Capri;portia-capri;pattern_solid;style_bottom_capri;;w/p/wp13-orange_main.jpg;w/p/wp13-orange_main.jpg;w/p/wp13-orange_main.jpg
WS01;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category;climate_indoor,climate_warm;"<p>When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.</p>
<p>&bull; Short-Sleeves.<br />&bull; Machine wash/line dry.</p>";24;Gwyn Endurance Tee;gwyn-endurance-tee;pattern_solid;;style_general_tee;w/s/ws01-black_main.jpg;w/s/ws01-black_main.jpg;w/s/ws01-black_main.jpg
WS02;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_new_luma_yoga_collection,default_category;climate_indoor,climate_warm;"<p>Luma's most popular top, the Gabrielle Micro Sleeve is back with even more comfort and style.</p>
<p>&bull; Lime green v-neck tee.<br />&bull; Slimming, flattering fit.<br />&bull; Moisture-wicking, quick-drying, anti-microbial, and anti-odor construction.<br />&bull; Longer curved hem provides additional coverage.<br />&bull; 55% Hemp / 45% Organic Cotton.</p>";28;Gabrielle Micro Sleeve Top;gabrielle-micro-sleeve-top;pattern_solid;;style_general_tee;w/s/ws02-green_main.jpg;w/s/ws02-green_main.jpg;w/s/ws02-green_main.jpg
WS03;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>The Iris Workout Top is sleeveless, body fitting and moisture wicking for a fashionable, functional garment. Rouched textures add style.</p>
<p>&bull; Pink heather rouched v-neck.<br />&bull; Scoop neckline.<br />&bull; Angled flat seams.<br />&bull; Moisture wicking.<br />&bull; Body skimming.<br />&bull; 83% Polyester / 11% TENCEL&reg; Lyocell / 6% Lycra&reg; Spandex.</p>";29;Iris Workout Top;iris-workout-top;pattern_solid;;style_general_tee;w/s/ws03-red_main.jpg;w/s/ws03-red_main.jpg;w/s/ws03-red_main.jpg
WS04;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_new_luma_yoga_collection,default_category_collections_eco_friendly,default_category;climate_indoor,climate_warm;"<p>Work out or hang out in chic style in the Layla Tee. With a lightweight sheer design and a roomy neckline, this tee fits you comfortably while looking stylish.</p>
<p>&bull; Teal tee.<br />&bull; Long back hem.<br />&bull; Dropped shoulders.</p>";29;Layla Tee;layla-tee;pattern_solid;;style_general_tee;w/s/ws04-green_main.jpg;w/s/ws04-green_main.jpg;w/s/ws04-green_main.jpg
WS05;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category;climate_indoor,climate_warm;"<p>When you're too far to turn back, thank yourself for choosing the Desiree Fitness Tee. Its ultra-lightweight, ultra-breathable fabric wicks sweat away from your body and helps keeps you cool for the distance.</p>
<p>&bull; Short-Sleeves.<br />&bull; Performance fabric.<br />&bull; Machine wash/line dry.</p>";24;Desiree Fitness Tee;desiree-fitness-tee;pattern_solid;;style_general_tee;w/s/ws05-black_main.jpg;w/s/ws05-black_main.jpg;w/s/ws05-black_main.jpg
WS06;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_new_luma_yoga_collection,default_category_collections_eco_friendly,default_category;climate_indoor,climate_warm;"<p>When rising temps threaten to melt you down, Elisa EverCool&trade; Tee brings serious relief. Moisture-wicking fabric pulls sweat away from your skin, while the innovative seams hug your muscles to enhance your range of motion.</p>
<p>&bull; Purple heather v-neck tee.<br />&bull; Short-Sleeves.<br />&bull; Luma EverCool&trade; fabric. <br />&bull; Machine wash/line dry.</p>";29;"Elisa EverCool&trade; Tee";elisa-evercool-trade-tee;pattern_solid;;style_general_tee;w/s/ws06-purple_main.jpg;w/s/ws06-purple_main.jpg;w/s/ws06-purple_main.jpg
WS07;top_color_size;;default_category_women_tops_tees,default_category_promotions_tees,default_category_collections_new_luma_yoga_collection,default_category_collections_erin_recommends,default_category;climate_indoor,climate_warm;"<p>The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona&reg; polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.</p>
<p>&bull; Black scoop neck tee.<br />&bull; Side rouching.<br />&bull; Relaxed fit.</p>";42;Juliana Short-Sleeve Tee;juliana-short-sleeve-tee;pattern_solid;;style_general_tee;w/s/ws07-black_main.jpg;w/s/ws07-black_main.jpg;w/s/ws07-black_main.jpg
